Thời gian,Tiêu đề,URL
12/08/2024 00:01,"Công ty bất động sản vốn 60 tỷ vừa chi 2.000 tỷ đồng trả cổ tức, cổ đông nhà nước nhận về 600 tỷ gấp 33 lần vốn đầu tư",https://cafef.vn/du-lieu/sab-2037265/cong-ty-bat-dong-san-von-60-ty-vua-chi-2000-ty-dong-tra-co-tuc-co-dong-nha-nuoc-nhan-ve-600-ty-gap-33-lan-von-dau-tu.chn
29/07/2024 00:00,SAB: Báo cáo tình hình quản trị công ty 6 tháng đầu năm 2024,https://cafef.vn/du-lieu/sab-2082484/sab-bao-cao-tinh-hinh-quan-tri-cong-ty-6-thang-dau-nam-2024.chn
26/07/2024 14:27,"Những nguyên nhân giúp Sabeco lãi hơn 1.200 tỷ trong quý 2/2024, cao nhất 7 quý",https://cafef.vn/du-lieu/sab-2029141/nhung-nguyen-nhan-giup-sabeco-lai-hon-1200-ty-trong-quy-22024-cao-nhat-7-quy.chn
25/07/2024 00:00,SAB: Giải trình biến động kết quả kinh doanh quý 2/2024 so với quý 2/2023,https://cafef.vn/du-lieu/sab-2028924/sab-giai-trinh-bien-dong-ket-qua-kinh-doanh-quy-22024-so-voi-quy-22023.chn
28/06/2024 00:00,SAB: Thông báo ký hợp đồng kiểm toán BCTC 2024,https://cafef.vn/du-lieu/sab-2015895/sab-thong-bao-ky-hop-dong-kiem-toan-bctc-2024.chn
20/06/2024 00:00,"SAB: 5.7.2024, ngày GDKHQ trả cổ tức lần 2 năm 2023 bằng tiền (2.000 đ/cp)",https://cafef.vn/du-lieu/sab-2011079/sab-572024-ngay-gdkhq-tra-co-tuc-lan-2-nam-2023-bang-tien-2000-dcp.chn
16/06/2024 16:54,Người Thái thu về hơn 10.600 tỷ đồng cổ tức sau 7 năm thâu tóm Sabeco,https://cafef.vn/du-lieu/sab-2008398/nguoi-thai-thu-ve-hon-10600-ty-dong-co-tuc-sau-7-nam-thau-tom-sabeco.chn
12/06/2024 07:54,"Vượt qua cú đấm 'thổi nồng độ cồn', lợi nhuận của Sabeco được dự báo tăng trưởng hai chữ số nhờ Euro 2024, Thế vận hội Mùa hè 2024",https://cafef.vn/du-lieu/sab-2006282/vuot-qua-cu-dam-thoi-nong-do-con-loi-nhuan-cua-sabeco-duoc-du-bao-tang-truong-hai-chu-so-nho-euro-2024-the-van-hoi-mua-he-2024.chn
06/06/2024 07:35,"CEO Sabeco: Chúng tôi ủng hộ hoàn toàn Nghị định 100, đã uống thì không lái",https://cafef.vn/du-lieu/sab-2003037/ceo-sabeco-chung-toi-ung-ho-hoan-toan-nghi-dinh-100-da-uong-thi-khong-lai.chn
05/06/2024 10:57,"Mùa ""say"" cùng Euro sắp đến, cổ phiếu ""đại gia"" ngành bia Sabeco (SAB) bất ngờ ""cháy hàng""",https://cafef.vn/du-lieu/sab-2002675/mua-say-cung-euro-sap-den-co-phieu-dai-gia-nganh-bia-sabeco-sab-bat-ngo-chay-hang.chn
31/05/2024 10:12,"Một DN bia đề xuất thay quy định ‘không cho phép có nồng độ cồn khi lái xe’, chỉ thiết lập giới hạn ở một mức hợp lý",https://cafef.vn/du-lieu/sab-2004287/mot-dn-bia-de-xuat-thay-quy-dinh-khong-cho-phep-co-nong-do-con-khi-lai-xe-chi-thiet-lap-gioi-han-o-mot-muc-hop-ly.chn
23/05/2024 00:00,SAB: Thông báo thay đổi nhân sự Phó TGĐ,https://cafef.vn/du-lieu/sab-1996548/sab-thong-bao-thay-doi-nhan-su-pho-tgd.chn
22/05/2024 00:00,"SAB: Bổ nhiệm ông Lee Chio Lim Larry, bà Lim Pei Chi Patsy giữ chức Phó Tổng giám đốc từ 27.6.2024",https://cafef.vn/du-lieu/sab-1996533/sab-bo-nhiem-ong-lee-chio-lim-larry-ba-lim-pei-chi-patsy-giu-chuc-pho-tong-giam-doc-tu-2762024.chn
12/05/2024 00:05,"“Đại gia” ngành bia Sabeco vừa gượng dậy sau cú đấm “thổi nồng độ cồn”: Doanh số tăng gần nghìn tỷ, chuyên gia đánh giá còn quá sớm để khẳng định đã qua đáy",https://cafef.vn/du-lieu/sab-1990632/dai-gia-nganh-bia-sabeco-vua-guong-day-sau-cu-dam-thoi-nong-do-con-doanh-so-tang-gan-nghin-ty-chuyen-gia-danh-gia-con-qua-som-de-khang-dinh-da-qua-day.chn
02/05/2024 00:00,SAB: Nghị quyết và Biên bản họp ĐHĐCĐ thường niên năm 2024,https://cafef.vn/du-lieu/sab-1986555/sab-nghi-quyet-va-bien-ban-hop-dhdcd-thuong-nien-nam-2024.chn
26/04/2024 00:00,SAB: Thông báo nhận được quyết định của cơ quan thuế,https://cafef.vn/du-lieu/sab-1986031/sab-thong-bao-nhan-duoc-quyet-dinh-cua-co-quan-thue.chn
25/04/2024 10:03,"Vùng dậy sau cú đấm “thổi nồng độ cồn”: Doanh thu của “gã khổng lồ” ngành bia Sabeco tăng nghìn tỷ, lợi nhuận chấm dứt chuỗi 5 quý đi lùi",https://cafef.vn/du-lieu/sab-1982591/vung-day-sau-cu-dam-thoi-nong-do-con-doanh-thu-cua-ga-khong-lo-nganh-bia-sabeco-tang-nghin-ty-loi-nhuan-cham-dut-chuoi-5-quy-di-lui.chn
25/04/2024 10:00,"ĐHĐCĐ Sabeco (SAB): Sabeco ủng hộ quy định nồng độ cồn, không muốn chia sẻ mà muốn chiếm lĩnh thị phần bia Việt Nam",https://cafef.vn/du-lieu/sab-1982925/dhdcd-sabeco-sab-sabeco-ung-ho-quy-dinh-nong-do-con-khong-muon-chia-se-ma-muon-chiem-linh-thi-phan-bia-viet-nam.chn
25/04/2024 00:00,SAB: Giải trình chênh lệch lợi nhuận sau thuế quý 1/2024 so với quý 1/2023,https://cafef.vn/du-lieu/sab-1995283/sab-giai-trinh-chenh-lech-loi-nhuan-sau-thue-quy-12024-so-voi-quy-12023.chn
22/04/2024 16:55,"Sau một năm 'liêu xiêu' vì cú đấm nồng độ cồn, Sabeco lạc quan: 2024 mang đến các cơ hội vàng cho ngành bia Việt Nam",https://cafef.vn/du-lieu/sab-1980867/sau-mot-nam-lieu-xieu-vi-cu-dam-nong-do-con-sabeco-lac-quan-2024-mang-den-cac-co-hoi-vang-cho-nganh-bia-viet-nam.chn
22/04/2024 00:00,SAB: Link công bố báo cáo thường niên năm 2023,https://cafef.vn/du-lieu/sab-1980741/sab-link-cong-bo-bao-cao-thuong-nien-nam-2023.chn
04/04/2024 10:31,"""Ngụm bia"" của người Thái bớt đắng: Sabeco tự tin với ""cơ hội vàng"" đưa doanh thu và lợi nhuận 2024 tăng trưởng, tiếp tục ""dốc hầu bao"" trả cổ tức tỷ lệ 35%",https://cafef.vn/du-lieu/sab-1970797/ngum-bia-cua-nguoi-thai-bot-dang-sabeco-tu-tin-voi-co-hoi-vang-dua-doanh-thu-va-loi-nhuan-2024-tang-truong-tiep-tuc-doc-hau-bao-tra-co-tuc-ty-le-35.chn
03/04/2024 00:00,SAB: Thông báo mời họp ĐHĐCĐ thường niên năm 2024,https://cafef.vn/du-lieu/sab-1971113/sab-thong-bao-moi-hop-dhdcd-thuong-nien-nam-2024.chn
03/04/2024 00:00,SAB: Tài liệu họp ĐHĐCĐ thường niên năm 2024,https://cafef.vn/du-lieu/sab-1971114/sab-tai-lieu-hop-dhdcd-thuong-nien-nam-2024.chn
01/04/2024 00:00,SAB: Bà Venus Teoh Kim Wei thôi giữ chức Phó Tổng giám đốc từ 1.4.2024,https://cafef.vn/du-lieu/sab-1970686/sab-ba-venus-teoh-kim-wei-thoi-giu-chuc-pho-tong-giam-doc-tu-142024.chn
29/03/2024 00:00,SAB: Giải trình BCTC năm 2023 kiểm toán,https://cafef.vn/du-lieu/sab-1969458/sab-giai-trinh-bctc-nam-2023-kiem-toan.chn
29/03/2024 00:00,SAB: Giải trình BCTC năm 2023 kiểm toán,https://cafef.vn/du-lieu/sab-1969459/sab-giai-trinh-bctc-nam-2023-kiem-toan.chn
06/03/2024 14:58,"Kỷ lục vừa xác lập giúp “ngụm bia” Sabeco bớt đắng, Thaibev “gỡ” được 3.400 tỷ sau hơn một tuần",https://cafef.vn/du-lieu/sab-1954835/ky-luc-vua-xac-lap-giup-ngum-bia-sabeco-bot-dang-thaibev-go-duoc-3400-ty-sau-hon-mot-tuan.chn
